address,county,bed,bath,prop_type,area,price,price_n
"O'Brien Street, Kanturk, Co. Cork", Co. Cork,3 Bed,1 Bath,End of Terrace,139 m²,"€140,000",140000.0
"Tang, Athlone, Co. Westmeath", Co. Westmeath,,,Site,0.75 ac,"€35,000",35000.0
"Tinalira, Ballinamult, Co. Waterford", Co. Waterford,,,Site,1 ac,"€32,000",32000.0
"Apartment 6, Chapel Square, Fermoy, Co. Cork", Co. Cork,2 Bed,1 Bath,Apartment,,"€115,000",115000.0
"Sessiaghoneill, Ballybofey, Co. Donegal", Co. Donegal,5 Bed,2 Bath,Detached,,"€275,000",275000.0
"Moneymore East, Oranmore, Co. Galway", Co. Galway,,,Site,0.5 ac,"€75,000",75000.0
"Georges St, Gort, Co. Galway", Co. Galway,4 Bed,4 Bath,Detached,,Price on Application,0.0
"Ballyeighter, Banagher, Co. Offaly", Co. Offaly,6 Bed,4 Bath,Detached,368 m²,"€430,000",430000.0
"Ahavine, Ballymacoda, Co. Cork", Co. Cork,4 Bed,2 Bath,Detached,167 m²,"€385,000",385000.0
"Stone Hall, Glandore, Co. Cork", Co. Cork,8 Bed,7 Bath,Detached,464 m²,"€3,800,000",3800000.0
"West Caherdaniel, Caherdaniel, Co. Kerry", Co. Kerry,3 Bed,2 Bath,Detached,105 m²,"€310,000",310000.0
"No. 13 Benmore Estate, Ballyduff, Co. Kerry", Co. Kerry,3 Bed,1 Bath,Semi-D,86 m²,"€99,000",99000.0
"Whitestone House, Martinstown, Enfield, Co. Meath", Co. Meath,4 Bed,3 Bath,Detached,232 m²,"€629,000",629000.0
"Carrowkeel Murrisk, Westport, Co. Mayo", Co. Mayo,4 Bed,3 Bath,Detached,,"€380,000",380000.0
"Dunbrin Barrowhouse, Athy, Co. Kildare", Co. Kildare,,,Site,1 ac,"€75,000",75000.0
"Chapletown, Valentia Island, Co. Kerry", Co. Kerry,,,Site,2 ac,"€80,000",80000.0
"Ballintobeenig, Tralee, Co. Kerry", Co. Kerry,,,Site,0.75 ac,"€85,000",85000.0
"Ballinclare Manor, Ballycanew, Gorey, Co. Wexford", Co. Wexford,5 Bed,5 Bath,Detached,397 m²,"€885,000",885000.0
"Barnadarrig, Ballybunion, Co. Kerry", Co. Kerry,2 Bed,1 Bath,Bungalow,78 m²,"€85,000",85000.0
"Lissanisky, Ballinrobe, Co. Mayo", Co. Mayo,,,Site,0.75 ac,"€50,000",50000.0
"Linkardstown Cross, Tinryland, Co. Carlow", Co. Carlow,,,Site,0.94 ac,"€99,950",99950.0
"Hillcrest House, Monreagh, Tubber, Co. Galway", Co. Galway,3 Bed,4 Bath,Detached,235 m²,"€295,000",295000.0
"Claggan, Portsalon, Co. Donegal", Co. Donegal,,,Site,0.94 ac,"€35,000",35000.0
"12 Riverview, Kilkelly, Co. Mayo", Co. Mayo,4 Bed,3 Bath,Terrace,,"€155,000",155000.0
"44 Glendale Manor, Letterkenny, Co. Donegal", Co. Donegal,4 Bed,1 Bath,Semi-D,,"€119,000",119000.0
"56 Brollagh Road, Garrison, Co. Fermanagh", Co. Fermanagh,3 Bed,1 Bath,Detached,,"£122,000 (€142,105)",142105.0
"Mountshannon Road, Scarriff, Co. Clare", Co. Clare,5 Bed,2 Bath,Detached,202 m²,Price on Application,0.0
"Lis Na Dara, The Curragh, Co. Kildare", Co. Kildare,4 Bed,3 Bath,Detached,163 m²,"€425,000",425000.0
"Carrickerry West, Athea, Co. Limerick", Co. Limerick,3 Bed,1 Bath,Detached,126 m²,Price on Application,0.0
"Cleenderry, Boylagh, Dungloe, Co. Donegal", Co. Donegal,,,Site,10.2 ac,"€20,000",20000.0
"Cleenderry, Boylagh, Dungloe, Co. Donegal", Co. Donegal,,,Site,7.22 ac,"€25,000",25000.0
"Cleenderry, Boylagh, Dungloe, Co. Donegal", Co. Donegal,,,Site,18.87 ac,"€25,000",25000.0
"Ardean House, 7 Ashbrook, Letterkenny, Co. Donegal", Co. Donegal,3 Bed,2 Bath,Detached,,"€175,000",175000.0
"Main Street, Rathkeale, Co. Limerick", Co. Limerick,3 Bed,2 Bath,Terrace,,Price on Application,0.0
"Menlough, Co. Galway", Co. Galway,,,Site,0.3 ac,"€15,000",15000.0
"12 Chapel Lane, Tuam, Co. Galway", Co. Galway,2 Bed,1 Bath,Apartment,,Price on Application,0.0
"32 Temple Jarlath Tuam County Galway, Tuam, Co. Galway", Co. Galway,2 Bed,1 Bath,Apartment,,Price on Application,0.0
"Creevagh, New Inn, Ballinasloe, Co. Galway", Co. Galway,,,Site,0.84 ac,"€35,000",35000.0
"The Laurels, Ballydehob, Co. Cork", Co. Cork,4 Bed,3 Bath,Detached,,"€360,000",360000.0
"Drummindoo, Westport, Co. Mayo", Co. Mayo,,,Site,0.81 ac,"€65,000",65000.0
"Church Road, Oldcastle, Co. Meath", Co. Meath,,,Site,1 ac,"€50,000",50000.0
"3 Dunbrody Heights, Michael Street, New Ross, Co. Wexford", Co. Wexford,3 Bed,1 Bath,End of Terrace,,"€139,000",139000.0
"Sites For Sale, Kilcloney, Borris, Co. Carlow", Co. Carlow,,,Site,0.5 ac,"€65,000",65000.0
"Knockbrack, Abbeyfeale, Co. Limerick", Co. Limerick,2 Bed,1 Bath,Detached,70 m²,"€129,000",129000.0
"Dunmahon, Glanworth, Co. Cork", Co. Cork,3 Bed,1 Bath,Bungalow,,"€225,000",225000.0
"Kilnamanagh, Frenchpark, Co. Roscommon", Co. Roscommon,,,Site,3 ac,"€25,000",25000.0
"Eichtercua Lake Road, Waterville, Co. Kerry", Co. Kerry,3 Bed,1 Bath,Detached,89 m²,"€240,000",240000.0
"Kilbride, Ballycastle, Co. Mayo", Co. Mayo,3 Bed,1 Bath,Detached,125 m²,Price on Application,0.0
"Clontycarnaghan, Bawnboy, Co. Cavan", Co. Cavan,4 Bed,1 Bath,Detached,,Price on Application,0.0
"Kilbride, Glenmore, Co. Kilkenny", Co. Kilkenny,,,Site,2 ac,"€80,000",80000.0
"Taurmore, Newmarket, Co. Cork", Co. Cork,4 Bed,2 Bath,Detached,214 m²,Price on Application,0.0
"Ballyfree East Glenealy, Glenealy, Co. Wicklow", Co. Wicklow,2 Bed,1 Bath,Detached,,"€495,000",495000.0
"1 The Port, Inver, Co. Donegal", Co. Donegal,3 Bed,2 Bath,Semi-D,,"€325,000",325000.0
"Snipe Hill, Ardee, Co. Louth", Co. Louth,,,Site,3 ac,"€110,000",110000.0
"Corbally, Cobh, Co. Cork", Co. Cork,,,Site,1 ac,"€100,000",100000.0
"Knockadoon, Ballymacoda, Co. Cork", Co. Cork,,,Site,0.5 ac,"€60,000",60000.0
"6 Srahanarry Estate, Bangor Erris, Ballina, Co. Mayo", Co. Mayo,4 Bed,1 Bath,Detached,143 m²,"€168,000",168000.0
"Hilltop View, Pettigo, Co. Donegal", Co. Donegal,5 Bed,5 Bath,Detached,,"€220,000",220000.0
"3 Boru Walk, Lakeside, Newtown, Killaloe, Co. Clare", Co. Clare,3 Bed,3 Bath,Terrace,101 m²,"€155,000",155000.0
"Ballyhogue Stores and Residence, Ballyhogue, Enniscorthy, Co. Wexford", Co. Wexford,4 Bed,2 Bath,Detached,170 m²,"€220,000",220000.0
"21 O Neill Park, Newtownmountkennedy, Co. Wicklow", Co. Wicklow,2 Bed,1 Bath,Semi-D,,"€325,000",325000.0
"Veldonstown, Kentstown, Co. Meath", Co. Meath,,,Site,0.6 ac,Price on Application,0.0
"Back, Moone, Co. Kildare", Co. Kildare,,,Site,0.86 ac,"€77,500",77500.0
"Loggan, Gorey, Co. Wexford", Co. Wexford,,,Site,1 ac,"€50,000",50000.0
"86 The Orchards, Kinsale, Co. Cork", Co. Cork,4 Bed,3 Bath,Semi-D,142 m²,"€420,000",420000.0
"Clohamon, Bunclody, Enniscorthy, Co. Wexford", Co. Wexford,,,Site,0.63 ac,"€75,000",75000.0
"Knockastoller, Bunbeg, Co. Donegal", Co. Donegal,,,Site,0.5 ac,"€25,000",25000.0
"No 12 Lower Church Street, Enniscorthy, Co. Wexford", Co. Wexford,6 Bed,2 Bath,Terrace,,"€245,000",245000.0
"Fincashel, Pettigo, Co. Donegal", Co. Donegal,5 Bed,4 Bath,Detached,,"€240,000",240000.0
"Burtonport, Co. Donegal", Co. Donegal,1 Bed,1 Bath,Detached,,"€30,000",30000.0
"Site of c.11 Acres with F.P.P Shankill, Paulstown, Co. Kilkenny, Kilkenny",,,,Site,11 ac,Price on Application,0.0
"Burrish, Irishtown, Claremorris, Co. Mayo", Co. Mayo,,,Site,52.49 ac,Price on Application,0.0
"Pallaskenry, Co. Limerick", Co. Limerick,,,Site,0.5 ac,"€75,000",75000.0
"Ballybeg, Clerihan, Clonmel, Co. Tipperary", Co. Tipperary,3 Bed,2 Bath,Bungalow,115 m²,"€245,000",245000.0
"63 Maryville, Ballintemple, Co. Cork", Co. Cork,3 Bed,2 Bath,Semi-D,97 m²,"€380,000",380000.0
"2 Crover Cottage, Mountnugent, Co. Cavan", Co. Cavan,2 Bed,1 Bath,Terrace,,"€120,000",120000.0
"Site at Main Street, Ballybunion, Co. Kerry", Co. Kerry,,,Site,0.15 ac,"€85,000",85000.0
"Maple Drive, Boyle, Co. Roscommon", Co. Roscommon,8 Bed,2 Bath,Bungalow,,"€295,000",295000.0
"Coolarne, Turloughmore, Co. Galway", Co. Galway,,,Site,0.5 ac,"€50,000",50000.0
"Killeeneen, Kilcolgan, Co. Galway", Co. Galway,,,Site,1.9 ac,"€50,000",50000.0
"Kiltubrid, Emyvale, Co. Monaghan", Co. Monaghan,,,Site,7.36 ac,"€160,000",160000.0
"Site at Clondrinagh, Lissycasey, Ennis, Co. Clare", Co. Clare,,,Site,0.75 ac,"€20,000",20000.0
"Furrymoyle West, Barna, Co. Galway", Co. Galway,,,Site,3.06 ac,"€200,000",200000.0
"Rocky Valley Drive, Kilmacanogue, Co. Wicklow", Co. Wicklow,,,Site,0.25 ac,"€265,000",265000.0
"Cloyne, Midleton, Co. Cork", Co. Cork,2 Bed,1 Bath,Apartment,,"€124,950",124950.0
"Beleek, Lower Sky Road, Clifden, Co. Galway", Co. Galway,10 Bed,4 Bath,Detached,,"€325,000",325000.0
"18 Hazelgrove, Newcastle West, Co. Limerick", Co. Limerick,3 Bed,1 Bath,Semi-D,,"€145,000",145000.0
"Kilmurry Minard, Lispole, Co. Kerry", Co. Kerry,4 Bed,2 Bath,Detached,,"€260,000",260000.0
"Connaught Rd., Scarriff, Co. Clare", Co. Clare,,,Site,0.28 ac,"€120,000",120000.0
"41 An Clarin, Athenry, Co. Galway", Co. Galway,3 Bed,2 Bath,Apartment,,"€180,000",180000.0
"Incheraigh, Glenbeigh, Co. Kerry", Co. Kerry,7 Bed,6 Bath,Detached,,"€290,000",290000.0
"Caherdaha, Kilnamartyra, Macroom, Co. Cork", Co. Cork,,,Site,0.5 ac,"€50,000",50000.0
"The View, Bannagagole, Old Leighlin, Carlow, Carlow Town, Co. Carlow", Co. Carlow,6 Bed,6 Bath,Detached,425 m²,"€750,000",750000.0
"Inchiquin Park, Corofin, Co. Clare", Co. Clare,5 Bed,1 Bath,Detached,,"€75,000",75000.0
"Green Rushes, Trusk Road, Ballybofey, Co. Donegal", Co. Donegal,4 Bed,2 Bath,Detached,,"€190,000",190000.0
"Townsville, Pearse Square, Youghal, Co. Cork", Co. Cork,4 Bed,3 Bath,Detached,,"€550,000",550000.0
"East End, Inishbofin Island, Co. Galway", Co. Galway,3 Bed,1 Bath,Detached,,"€220,000",220000.0
"St. Fintan's Road, Watergate Street, Bandon, Co. Cork", Co. Cork,3 Bed,1 Bath,Semi-D,,"€180,000",180000.0
"Rosemount Lane, Letterkenny, Co. Donegal", Co. Donegal,8 Bed,5 Bath,Detached,187 m²,"€350,000",350000.0
"Coolbeha, Listowel, Co. Kerry", Co. Kerry,4 Bed,3 Bath,Detached,237 m²,"€365,000",365000.0
"4 Beachside Cottages, Laytown, Co. Meath", Co. Meath,3 Bed,1 Bath,Bungalow,,"€230,000",230000.0
"Kilbrannish South, Bunclody, Co. Carlow", Co. Carlow,,,Site,2.5 ac,Price on Application,0.0
"6 Woodview Terrace, Stranorlar, Co. Donegal", Co. Donegal,3 Bed,4 Bath,Apartment,160 m²,Price on Application,0.0
"Kilconlea Upper, Abbeyfeale, Co. Limerick", Co. Limerick,,,Site,2.95 ac,"€49,000",49000.0
"Tully, Kilmore, Co. Roscommon", Co. Roscommon,,,Site,6.2 ac,"€50,000",50000.0
"Knockreagh, Gneeveguilla, Killarney, Co. Kerry", Co. Kerry,2 Bed,1 Bath,Bungalow,,"€89,000",89000.0
"Granaghan More, Newmarket on Fergus, Co. Clare", Co. Clare,4 Bed,3 Bath,Detached,249 m²,"€450,000",450000.0
"11 Glen Scotia, Ballyard, Tralee, Co. Kerry", Co. Kerry,4 Bed,4 Bath,Detached,220 m²,"€450,000",450000.0
"Ardagh, Causeway, Co. Kerry", Co. Kerry,3 Bed,1 Bath,Detached,139 m²,"€100,000",100000.0
"Oakpark, Tralee, Co. Kerry", Co. Kerry,,,Site,2 ac,Price on Application,0.0
"Carrowreagh East, Monivea, Co. Galway", Co. Galway,,,Site,4.25 ac,"€40,000",40000.0
"The Oval, Eyeries, Co. Cork", Co. Cork,3 Bed,2 Bath,Semi-D,,Price on Application,0.0
"Tooreenamult, Gneeveguilla, Killarney, Co. Kerry", Co. Kerry,3 Bed,2 Bath,Bungalow,,"€50,000",50000.0
"Shanid Lower, Shanagolden, Co. Limerick", Co. Limerick,,,Site,0.69 ac,"€45,000",45000.0
"""Balford"", St. Mary's Road, Edenderry, Co. Offaly", Co. Offaly,6 Bed,4 Bath,Detached,,"€395,000",395000.0
"Ballinlovane, Ballyduff, Co. Waterford", Co. Waterford,3 Bed,1 Bath,Detached,,"€250,000",250000.0
"Corina, Ballymahon, Co. Longford", Co. Longford,,,Site,0.88 ac,Price on Application,0.0
"Baurnscoob, Dunamaggin, Kilkenny, Co. Kilkenny", Co. Kilkenny,,,Site,0.75 ac,"€50,000",50000.0
"9 Rutland Street, Dublin 1", Dublin 1,2 Bed,1 Bath,End of Terrace,84 m²,"€210,000",210000.0
"Rathmore, Carbury, Co. Kildare", Co. Kildare,,,Site,0.75 ac,"€40,000",40000.0
"Corlough, Co. Cavan", Co. Cavan,3 Bed,,Detached,,"€70,000",70000.0
"Clooshgereen, Oughterard, Co. Galway", Co. Galway,,,Site,0.5 ac,"€50,000",50000.0
"13 Diamond Court, Castlefin, Co. Donegal", Co. Donegal,3 Bed,2 Bath,Semi-D,123 m²,"€119,000",119000.0
"Parliament Street, Ennistymon, Co. Clare", Co. Clare,,,Site,0.05 ac,Price on Application,0.0
"Ballinlough, Bansha, Co. Tipperary", Co. Tipperary,5 Bed,5 Bath,Detached,278 m²,Price on Application,0.0
"Moatfarrell, Edgeworthstown, Co. Longford", Co. Longford,,,Site,0.75 ac,Price on Application,0.0
"Ref 549 - Detached House, Reenrusheen Road, Cahersiveen, Co. Kerry", Co. Kerry,4 Bed,3 Bath,Detached,,"€238,500",238500.0
"Mountainview, Glasnamullen, Kilmacanogue, Co. Wicklow", Co. Wicklow,7 Bed,4 Bath,Detached,391 m²,"€695,000",695000.0
"The Belfry, Abbeycarton, Longford, Longford Town, Co. Longford", Co. Longford,,,Site,0.5 ac,"€40,000",40000.0
"Glendeish East, Lismore, Co. Waterford", Co. Waterford,3 Bed,2 Bath,Detached,93 m²,"€195,000",195000.0
"Roemore, Breaffy, Castlebar, Co. Mayo", Co. Mayo,,,Site,0.78 ac,"€75,000",75000.0
"31 Belfry Heights, Abbeyfeale, Co. Limerick", Co. Limerick,3 Bed,2 Bath,Semi-D,107 m²,"€149,000",149000.0
"Tiernaboul, Killarney, Co. Kerry", Co. Kerry,,,Site,1 ac,Price on Application,0.0
"Ballinamorogue, Islandeady, Castlebar, Co. Mayo", Co. Mayo,2 Bed,1 Bath,Detached,,"€95,000",95000.0
"Lissodeige, The Spa, Co. Kerry", Co. Kerry,,,Site,0.6 ac,Price on Application,0.0
"Ballynew, Castlebar, Co. Mayo", Co. Mayo,4 Bed,3 Bath,Detached,,"€299,500",299500.0
"Castle Ellen, Athenry, Co. Galway", Co. Galway,,,Site,0.75 ac,"€60,000",60000.0
"Clogherbeg, Claremorris, Co. Mayo", Co. Mayo,,,Site,0.75 ac,"€40,000",40000.0
"Ardmore, Kilkieran, Co. Galway", Co. Galway,,,Site,1.19 ac,"€75,000",75000.0
"James street, Tralee, Co. Kerry", Co. Kerry,3 Bed,1 Bath,Detached,130 m²,Price on Application,0.0
"Malberry House, Mountbellew, Co. Galway", Co. Galway,5 Bed,3 Bath,Detached,,"€325,000",325000.0
"Tinnamona, Callan, Co. Kilkenny", Co. Kilkenny,,,Site,0.75 ac,Price on Application,0.0
"Ballinarouga, Ballingarry, Co. Limerick", Co. Limerick,,,Site,0.5 ac,"€45,000",45000.0
"Deerpark, Moystown, Belmont, Co. Offaly", Co. Offaly,5 Bed,3 Bath,Detached,190 m²,Price on Application,0.0
"Station Road, Bagenalstown, Co. Carlow", Co. Carlow,8 Bed,2 Bath,Detached,334 m²,Price on Application,0.0
"Main Street, Headford, Co. Galway", Co. Galway,3 Bed,1 Bath,Semi-D,99 m²,"€99,500",99500.0
"506 Lattone Road, Carran West, Garrison, Co. Fermanagh", Co. Fermanagh,4 Bed,3 Bath,Detached,,"£188,000 (€218,981)",218981.0
"9 Gleann Tain Manor, Letterkenny, Co. Donegal", Co. Donegal,3 Bed,1 Bath,Semi-D,100 m²,"€130,000",130000.0
"Main Street, Carrick, Co. Donegal", Co. Donegal,3 Bed,2 Bath,Apartment,,"€120,000",120000.0
"Quay Street, Donegal Town, Co. Donegal", Co. Donegal,10 Bed,3 Bath,Terrace,,"€425,000",425000.0
"Upper Main Street, Donegal Town, Co. Donegal", Co. Donegal,7 Bed,9 Bath,Detached,,"€410,000",410000.0
"Stranacorkra, Derrybeg, Co. Donegal", Co. Donegal,5 Bed,2 Bath,Bungalow,130 m²,"€129,000",129000.0
"Carrownure, Lecarrow, Co. Roscommon", Co. Roscommon,,,Site,0.6 ac,Price on Application,0.0
"""Woodlands"" Doonan, Donegal Town, Co. Donegal", Co. Donegal,6 Bed,6 Bath,Detached,339 m²,"€335,000",335000.0
"Coolyslin, Castlefin, Co. Donegal", Co. Donegal,5 Bed,7 Bath,Detached,,"€325,000",325000.0
"32 The Woodlands, Warrenpoint, Co. Down", Co. Down,4 Bed,4 Bath,Detached,314 m²,"£399,950 (€465,859)",465859.0
"Leffin, Dungloe, Co. Donegal", Co. Donegal,,,Site,0.7 ac,"€25,000",25000.0
"23, Church Street, Skerries, Co. Dublin", Co. Dublin,2 Bed,2 Bath,Bungalow,,"€330,000",330000.0
"Site no 12 at Deerpark, Cashel, Co. Tipperary", Co. Tipperary,,,Site,0.12 ac,"€40,000",40000.0
"Meenbanad, Burtonport, Co. Donegal", Co. Donegal,,,Site,4.87 ac,"€39,950",39950.0
"Meenmore, Dungloe, Co. Donegal", Co. Donegal,,,Site,2 ac,"€45,000",45000.0
"Lairakeen House, Eyrecourt, Co. Galway", Co. Galway,7 Bed,6 Bath,Detached,1117 m²,"€2,650,000",2650000.0
"Dooega West, Achill, Co. Mayo", Co. Mayo,,,Site,0.83 ac,"€65,000",65000.0
"Hollycourt, Broomfield, Midleton, Co. Cork", Co. Cork,2 Bed,1 Bath,Apartment,,"€159,950",159950.0
"The Ascent, Fairyhouse Road, Ratoath, Co Meath, Co. Meath", Co. Meath,,,Site,0.94 ac,Price on Application,0.0
"19 York Street, Castleblayney, Co. Monaghan", Co. Monaghan,3 Bed,1 Bath,Terrace,74 m²,"€115,000",115000.0
"Ballyvonnavaun, Clarecastle, Co. Clare", Co. Clare,,,Site,0.5 ac,Price on Application,0.0
"Dungrud, Galbally, Co. Limerick", Co. Limerick,4 Bed,1 Bath,Detached,116 m²,"€230,000",230000.0
"The Castlegrace Estate, Clogheen, Co. Tipperary", Co. Tipperary,7 Bed,4 Bath,Detached,651 m²,Price on Application,0.0
"22 Ashbrook Avenue, Mountbellew, Co. Galway", Co. Galway,4 Bed,2 Bath,Detached,,"€225,000",225000.0
"Kilfinny, Adare, Co. Limerick", Co. Limerick,,,Site,4.4 ac,"€275,000",275000.0
"112 Loughside Road Rossmore Point Muckenagh, Garrison, Co. Fermanagh", Co. Fermanagh,3 Bed,3 Bath,Detached,,"£210,000 (€244,607)",244607.0
"28 Old Station Road, Belleek, Co. Fermanagh", Co. Fermanagh,3 Bed,2 Bath,Semi-D,,"£122,950 (€143,211)",143211.0
"Curra, Belgooly, Co. Cork", Co. Cork,,,Site,37 ac,Price on Application,0.0
"Tooman, Bornacoola, Co. Leitrim", Co. Leitrim,,,Site,27 ac,Price on Application,0.0
"Sites  Cnoc An Oir Williamstown Road, Co. Waterford", Co. Waterford,,,Site,0.15 ac,"€175,000",175000.0
"The Quay, Westport, Co. Mayo", Co. Mayo,5 Bed,6 Bath,Detached,386 m²,"€1,150,000",1150000.0
"Mohera, Anacarthy, Cashel, Tipperary Town, Co. Tipperary", Co. Tipperary,4 Bed,1 Bath,Bungalow,148 m²,"€275,000",275000.0
"Derreennamuckalagh, Tahilla, Kenmare, Co. Kerry", Co. Kerry,5 Bed,5 Bath,Detached,,"€790,000",790000.0
"Parkview, The Hill, Dublin Road, Loughrea, Co. Galway", Co. Galway,3 Bed,1 Bath,Detached,,"€250,000",250000.0
"Ballinvallig, Newcastle West, Co. Limerick", Co. Limerick,4 Bed,2 Bath,Detached,149 m²,"€285,000",285000.0
"Geashill Castle, Geashill, Co. Offaly", Co. Offaly,3 Bed,2 Bath,Detached,,"€650,000",650000.0
"Kilroe East, Spiddal, Co. Galway", Co. Galway,,,Site,1.33 ac,"€100,000",100000.0
"Greagh Tunnyduff, Bailieborough, Co. Cavan", Co. Cavan,7 Bed,4 Bath,Detached,275 m²,"€250,000",250000.0
"0.6 Acres At Knockbaun, Old Leighlin, Carlow Town, Co. Carlow", Co. Carlow,,,Site,0.6 ac,"€40,000",40000.0
"Belcruit, Kincasslagh, Co. Donegal", Co. Donegal,,,Site,10 ac,"€65,000",65000.0
"Park Middle, Spiddal, Co. Galway", Co. Galway,,,Site,0.72 ac,"€70,000",70000.0
"Circa 1 Acre Site, Barnamire, Enniskerry, Co. Wicklow", Co. Wicklow,,,Site,1 ac,"€150,000",150000.0
"Bushey Park, Enniskerry, Co. Wicklow", Co. Wicklow,8 Bed,8 Bath,Detached,,"€12,500,000",12500000.0
"Valle Pacis House, Newtownmountkennedy, Co. Wicklow", Co. Wicklow,,,Site,4 ac,"€1,500,000",1500000.0
"Gurteenroe, New Street, 42 Gurteenroe, Macroom, Co. Cork", Co. Cork,4 Bed,,Semi-D,,"€230,000",230000.0
"Church Road, Kilmaine, Co. Mayo", Co. Mayo,,,Site,4.9 ac,Price on Application,0.0
"18 O'Mahoney Avenue, Bandon, Co. Cork", Co. Cork,3 Bed,2 Bath,Townhouse,132 m²,"€140,000",140000.0
"10 The Crescent, Co. Galway", Co. Galway,4 Bed,3 Bath,Terrace,179 m²,"€1,225,000",1225000.0
"Site at Egmont Woods, Kanturk, Co. Cork", Co. Cork,,,Site,0.25 ac,"€60,000",60000.0
"Cullina, Beaufort, Killarney, Co. Kerry", Co. Kerry,3 Bed,2 Bath,Detached,,"€275,000",275000.0
"Park, Ballyhahill, Co. Limerick", Co. Limerick,3 Bed,1 Bath,Detached,,"€41,000",41000.0
"North Road, Dromcolliher, Co. Limerick", Co. Limerick,1 Bed,2 Bath,Terrace,,Price on Application,0.0
"Drumbannon, Bailieborough, Co. Cavan", Co. Cavan,,,Site,0.33 ac,"€175,000",175000.0
"Ardclooney View, Clonfadda, Killaloe, Co. Clare", Co. Clare,3 Bed,2 Bath,Detached,226 m²,"€360,000",360000.0
"Ballinagarde, Ballyneety, Co. Limerick", Co. Limerick,,,Site,0.5 ac,Price on Application,0.0
"Ballyduff, Ennis, Co. Clare", Co. Clare,5 Bed,4 Bath,Detached,316 m²,"€695,000",695000.0
"Rinneen House, Rinneen, Moycullen, Co. Galway", Co. Galway,5 Bed,5 Bath,Detached,295 m²,"€795,000",795000.0
"The End of the Road, Colla West, Schull, Co. Cork", Co. Cork,5 Bed,5 Bath,Detached,334 m²,"€1,100,000",1100000.0
"Boyoughter, Doochary, Co. Donegal", Co. Donegal,,,Site,0.6 ac,"€42,000",42000.0
"Corracloon More, Caher, Co. Clare", Co. Clare,,,Site,84 ac,Price on Application,0.0
"Drumnacart, Annagry, Co. Donegal", Co. Donegal,,,Site,2 ac,"€19,000",19000.0
"Site At Ballygalane, Lismore, Co. Waterford", Co. Waterford,,,Site,2.45 ac,"€65,000",65000.0
"Templeathea, Athea, Co. Limerick", Co. Limerick,4 Bed,3 Bath,Detached,0.5 ac,"€249,000",249000.0
"Kilcar, Brideswell, Co. Roscommon", Co. Roscommon,,,Site,0.6 ac,"€29,500",29500.0
"Carnmore West, Carnmore, Co. Galway", Co. Galway,,,Site,1 ac,"€80,000",80000.0
"Main Street, Enniskeane, Co. Cork", Co. Cork,,,Site,0.14 ac,Price on Application,0.0
"Annaghgerry, Drumkeeran, Co. Leitrim", Co. Leitrim,,,Site,1 ac,"€25,000",25000.0
"4 Houses, Boyle Road, Frenchpark, Co. Roscommon", Co. Roscommon,3 Bed,1 Bath,Terrace,,"€195,000",195000.0
"Burren Court, Ballyvaughan, Co. Clare", Co. Clare,10 Bed,6 Bath,Detached,,"€800,000",800000.0
"Holywell, Derrynaquirke, Boyle, Co. Roscommon", Co. Roscommon,3 Bed,2 Bath,Bungalow,,"€250,000",250000.0
"Glenmakee, Carndonagh, Co. Donegal", Co. Donegal,,,Site,0.59 ac,"€39,950",39950.0
"Main Street, Castlerea, Co. Roscommon", Co. Roscommon,4 Bed,2 Bath,Terrace,,"€105,000",105000.0
"Hillview, Rathlee, Co. Sligo", Co. Sligo,5 Bed,2 Bath,Bungalow,195 m²,"€235,000",235000.0
"86 The Oaks, Keatingstown, Rathnew, Co. Wicklow", Co. Wicklow,2 Bed,1 Bath,Apartment,,"€199,500",199500.0
"Mountcollins Village, Mountcollins, Co. Limerick", Co. Limerick,4 Bed,2 Bath,Detached,,"€195,000",195000.0
"Rossadillisk, Cleggan, Co. Galway", Co. Galway,,,Site,9.75 ac,Price on Application,0.0
"Achonry, Ballymote, Co. Sligo", Co. Sligo,,,Site,0.77 ac,Price on Application,0.0
"Dromtrasna Collins, Abbeyfeale, Co. Limerick", Co. Limerick,,,Site,0.5 ac,"€29,000",29000.0
"Roughan, Lifford, Co. Donegal", Co. Donegal,,,Site,0.5 ac,"€39,000",39000.0
"Lisminton, Ballintra, Co. Donegal", Co. Donegal,,,Site,0.54 ac,"€35,000",35000.0
"16 Frankfield Terrace, Summerhill South, Frankfield, Co. Cork", Co. Cork,6 Bed,2 Bath,Terrace,148 m²,"€345,000",345000.0
